,Mode,GeneA,GeneB,Score
867,max,179461,179461,
868,max,189849,189849,
869,max,175764,175764,
870,max,175765,175765,
871,max,175985,175985,
872,max,182892,182892,
873,max,191761,191761,
874,max,189846,189846,
875,max,175982,175982,
876,max,175983,175983,
877,max,178732,178732,
878,max,173372,173372,
879,max,178734,178734,
880,max,173374,173374,
881,max,178738,178738,
882,max,188371,188371,
883,max,184389,184389,
884,max,171602,171602,
885,max,171601,171601,
886,max,182360,182360,
887,max,175966,175966,
888,max,177860,177860,
889,max,175964,175964,
890,max,177865,177865,
891,max,180497,180497,
892,max,190976,190976,
893,max,175142,175142,
894,max,181944,181944,
895,max,266820,266820,
896,max,174364,174364,
897,max,179417,179417,
898,max,178024,178024,
899,max,178026,178026,
900,max,174566,174566,
901,max,178020,178020,
902,max,174560,174560,
903,max,188577,188577,
904,max,183165,183165,
905,max,186404,186404,
906,max,178028,178028,
907,max,178029,178029,
908,max,179823,179823,
909,max,172515,172515,
910,max,177591,177591,
911,max,182635,182635,
912,max,172518,172518,
913,max,189157,189157,
914,max,183618,183618,
915,max,179356,179356,
916,max,174960,174960,
917,max,184495,184495,
918,max,174964,174964,
919,max,174966,174966,
920,max,184253,184253,
921,max,178927,178927,
922,max,184257,184257,
923,max,184258,184258,
924,max,177914,177914,
925,max,179824,179824,
926,max,177267,177267,
927,max,178494,178494,
928,max,179981,179981,
929,max,178150,178150,
930,max,177467,177467,
931,max,177461,177461,
932,max,180013,180013,
933,max,180010,180010,
934,max,177462,177462,
935,max,259646,259646,
936,max,177286,177286,
937,max,177280,177280,
938,max,259649,259649,
939,max,179358,179358,
940,max,174815,174815,
941,max,185036,185036,
942,max,172426,172426,
943,max,172424,172424,
944,max,172422,172422,
945,max,172423,172423,
946,max,177572,177572,
947,max,179413,179413,
948,max,181722,181722,
949,max,181721,181721,
950,max,181727,181727,
951,max,177908,177908,
952,max,177609,177609,
953,max,177601,177601,
954,max,177600,177600,
955,max,177602,177602,
956,max,177604,177604,
957,max,190999,190999,
958,max,181059,181059,
959,max,181058,181058,
960,max,177138,177138,
961,max,181050,181050,
962,max,181053,181053,
963,max,181055,181055,
