,Mode,GeneA,GeneB,Score
1057,max,831293,16911,
1058,max,831290,329581,
1059,max,816434,21399,
1060,max,831295,14852,
1061,max,831294,240263,
1062,max,819153,20911,
1063,max,818583,20910,
1064,max,818580,58226,
1065,max,818581,16476,
1066,max,818588,26940,
1067,max,818589,26941,
1068,max,839195,26942,
1069,max,839197,14674,
1070,max,825036,14191,
1071,max,834902,11820,
1072,max,825032,18551,
1073,max,828553,75786,
1074,max,834906,246746,
1075,max,834907,226049,
1076,max,821279,100039875,
1077,max,828558,226041,
1078,max,825039,18952,
1079,max,837848,18951,
1080,max,837840,21408,
1081,max,837843,21405,
1082,max,837846,21406,
1083,max,839999,16470,
1084,max,821865,21402,
1085,max,839991,11911,
1086,max,832500,11910,
1087,max,821860,54667,
1088,max,821862,246694,
1089,max,819987,18424,
1090,max,819986,108888,
1091,max,824637,269224,
1092,max,824636,20222,
1093,max,824632,442829,
1094,max,842207,20204,
1095,max,824329,14266,
1096,max,828126,237082,
1097,max,817470,12934,
1098,max,828120,100043084,
1099,max,824323,18772,
1100,max,824326,108058,
1101,max,828241,18771,
1102,max,818436,68177,
1103,max,841198,53416,
1104,max,841627,14218,
1105,max,841623,53414,
1106,max,835997,80838,
1107,max,835990,71986,
1108,max,835991,67469,
1109,max,835993,14211,
1110,max,836463,98878,
1111,max,836465,20042,
1112,max,836466,71617,
1113,max,837591,67177,
1114,max,837594,218503,
1115,max,841996,14181,
1116,max,841993,50772,
1117,max,831856,14183,
1118,max,841999,100041985,
1119,max,827677,246103,
1120,max,820806,14184,
1121,max,841440,14186,
1122,max,841442,27419,
1123,max,820809,226442,
1124,max,841447,18393,
1125,max,841446,18119,
1126,max,826671,18171,
1127,max,826676,14827,
1128,max,814978,242687,
1129,max,837335,15929,
1130,max,830452,72088,
1131,max,830450,68815,
1132,max,830451,68816,
1133,max,837339,53895,
1134,max,843106,229615,
1135,max,823571,58184,
1136,max,844158,24012,
1137,max,834730,223697,
1138,max,834738,234699,
